Name,Address,Stars,Reviews,Phone,Hours,Website,GoogleURL
Velvet Spa," Av. 35 Pte. 2515-int 6",0.0,0,,,,https://www.google.com/maps/place/Velvet+Spa/data=!4m7!3m6!1s0x85cfc77993181edd:0x4dafc8125a494b25!8m2!3d19.0403557!4d-98.2252498!16s%2Fg%2F11xm664mdk!19sChIJ3R4Yk3nHz4URJUtJWhLIr00?authuser=0&hl=es-419&rclk=1
VITAL SOUL SPA,C. 11 Sur 2706,5.0,1,,,,https://www.google.com/maps/place/VITAL+SOUL+SPA/data=!4m7!3m6!1s0x85cfc7001321e94b:0x20f4be72848795ba!8m2!3d19.037723!4d-98.2120832!16s%2Fg%2F11y66hd15x!19sChIJS-khEwDHz4URupWHhHK-9CA?authuser=0&hl=es-419&rclk=1
ZÄNÄ ¡más que un SPA!," C. Tecamachalco 65",4.6,72,,,,https://www.google.com/maps/place/Z%C3%84N%C3%84+%C2%A1m%C3%A1s+que+un+SPA!/data=!4m7!3m6!1s0x85cfc6d6de7bffff:0xd0d4f2b376b53127!8m2!3d19.0564476!4d-98.2291805!16s%2Fg%2F11rznnfvsk!19sChIJ__973tbGz4URJzG1drPy1NA?authuser=0&hl=es-419&rclk=1
Bebella Spa El Mirador," Calle 39 Ote 1612",5.0,2,,,,https://www.google.com/maps/place/Bebella+Spa+El+Mirador/data=!4m7!3m6!1s0x85cfc1abd498bf75:0x9d10753fd9b2e418!8m2!3d19.0234559!4d-98.1962966!16s%2Fg%2F11rvhxmccn!19sChIJdb-Y1KvBz4URGOSy2T91EJ0?authuser=0&hl=es-419&rclk=1
Borbella medical spa," C. 7 Sur 3712-local 2",5.0,13,,,,https://www.google.com/maps/place/Borbella+medical+spa/data=!4m7!3m6!1s0x85cfc19d1a24e949:0xcc3598026842e10c!8m2!3d19.032382!4d-98.2115745!16s%2Fg%2F11j7h68cz7!19sChIJSekkGp3Bz4URDOFCaAKYNcw?authuser=0&hl=es-419&rclk=1
MEADE SPA BOUTIQUE," Plaza Pabellon, Blvd. Municipio Libre #1972-Int. 17",0.0,0,,,,https://www.google.com/maps/place/MEADE+SPA+BOUTIQUE/data=!4m7!3m6!1s0x85cfc78a9c6d7097:0x46cfa6065b56fdfc!8m2!3d19.0118926!4d-98.2452717!16s%2Fg%2F11gxrnw1yn!19sChIJl3BtnIrHz4UR_P1WWwamz0Y?authuser=0&hl=es-419&rclk=1
Cléa Spa," C. 2 Sur 5319",0.0,0,,,,https://www.google.com/maps/place/Cl%C3%A9a+Spa/data=!4m7!3m6!1s0x85cfc179fa650405:0x24f447cd822d3dec!8m2!3d19.0221894!4d-98.2100003!16s%2Fg%2F11ydd2sp8b!19sChIJBQRl-nnBz4UR7D0tgs1H9CQ?authuser=0&hl=es-419&rclk=1
umm cabina . spa," C. 19 Sur 4523",4.3,6,,,,https://www.google.com/maps/place/umm+cabina+.+spa/data=!4m7!3m6!1s0x85cfc734beb180d9:0x673a2e082a8cabfc!8m2!3d19.0333035!4d-98.2223694!16s%2Fg%2F1ptzkjdf4!19sChIJ2YCxvjTHz4UR_KuMKgguOmc?authuser=0&hl=es-419&rclk=1
Nerfertari Derma SPA," Osa Mayor 2902-Local 9",0.0,0,,,,https://www.google.com/maps/place/Nerfertari+Derma+SPA/data=!4m7!3m6!1s0x85cfc7005f992d15:0x5451323a27d8fd6a!8m2!3d19.033654!4d-98.235752!16s%2Fg%2F11wc96rw33!19sChIJFS2ZXwDHz4URav3YJzoyUVQ?authuser=0&hl=es-419&rclk=1
Spa Clinic L’essenza," Privada A Ote de la 16 de Septiembre 3508",5.0,3,,,,https://www.google.com/maps/place/Spa+Clinic+L%E2%80%99essenza/data=!4m7!3m6!1s0x85cfc10715eebe35:0x73d55487dec0372!8m2!3d19.0303953!4d-98.2057275!16s%2Fg%2F11s42ynprh!19sChIJNb7uFQfBz4URcgPsfUhVPQc?authuser=0&hl=es-419&rclk=1
mum spa," Plaza Mayari # 1601 Local 4 Av, Cam. Real a San Andrés",5.0,2,,,,https://www.google.com/maps/place/mum+spa/data=!4m7!3m6!1s0x85cfc70973de9ba9:0xb478e8323c6c847d!8m2!3d19.0338327!4d-98.2618807!16s%2Fg%2F11qg440wk5!19sChIJqZvecwnHz4URfYRsPDLoeLQ?authuser=0&hl=es-419&rclk=1
Vanity spa," C. 5 Sur 5118",0.0,0,,,,https://www.google.com/maps/place/Vanity+spa/data=!4m7!3m6!1s0x85cfc1f63353085f:0x352f37ed4f5ce19!8m2!3d19.0229008!4d-98.2150258!16s%2Fg%2F11stp2r588!19sChIJXwhTM_bBz4URGc711H7zUgM?authuser=0&hl=es-419&rclk=1
Luany Spa-cio," Privada 7 B Sur 4117",0.0,0,,,,https://www.google.com/maps/place/Luany+Spa-cio/data=!4m7!3m6!1s0x85cfc1604ee77c9b:0x813e7a8f5ea76f24!8m2!3d19.0310481!4d-98.2138433!16s%2Fg%2F11xctt1ybg!19sChIJm3znTmDBz4URJG-nXo96PoE?authuser=0&hl=es-419&rclk=1
Spa Amore Beauty & Care Puebla," 107 A Ote. 214",5.0,1,,,,https://www.google.com/maps/place/Spa+Amore+Beauty+%26+Care+Puebla/data=!4m7!3m6!1s0x85cfb9abe412424f:0xf3c40404b11d6fba!8m2!3d18.9879353!4d-98.2268996!16s%2Fg%2F11v5v9gxss!19sChIJT0IS5Ku5z4URum8dsQQExPM?authuser=0&hl=es-419&rclk=1
Apapáchate Therapy & Spa," 4to Rtno. Osa Menor 2",5.0,1,,,,https://www.google.com/maps/place/Apap%C3%A1chate+Therapy+%26+Spa/data=!4m7!3m6!1s0x85cfc7fd10049115:0xc37ddd951202f5a6!8m2!3d19.0145554!4d-98.2690834!16s%2Fg%2F11rf7377jg!19sChIJFZEEEP3Hz4URpvUCEpXdfcM?authuser=0&hl=es-419&rclk=1
Model Art Spa Camino Real," Calle Azteca Nte. 4426",4.4,59,,,,https://www.google.com/maps/place/Model+Art+Spa+Camino+Real/data=!4m7!3m6!1s0x85cfc7136bff380b:0x8d24479c5f350653!8m2!3d19.0508565!4d-98.2702535!16s%2Fg%2F11h6yrwscd!19sChIJCzj_axPHz4URUwY1X5xHJI0?authuser=0&hl=es-419&rclk=1
Spa Siluet Center," B Pte. de La 16 de Sept. 4506",5.0,2,,,,https://www.google.com/maps/place/Spa+Siluet+Center/data=!4m7!3m6!1s0x85cfc1c597cfeeaf:0xff17eebbbed579eb!8m2!3d19.0266216!4d-98.2105077!16s%2Fg%2F11p_5zk9mf!19sChIJr-7Pl8XBz4UR63nVvrvuF_8?authuser=0&hl=es-419&rclk=1
Bellezen Spa," Av. 33 Pte. No. 921-A",4.5,4,,,,https://www.google.com/maps/place/Bellezen+Spa/data=!4m7!3m6!1s0x85cfc18503ed3ca3:0xdc9b222660f26ce7!8m2!3d19.0355547!4d-98.2132839!16s%2Fg%2F11g2n_77ls!19sChIJozztA4XBz4UR52zyYCYim9w?authuser=0&hl=es-419&rclk=1
Casa Copal Skin & Care," Plaza W, Atlixcáyotl 3248-Local 109",5.0,14,,,,https://www.google.com/maps/place/Casa+Copal+Skin+%26+Care/data=!4m7!3m6!1s0x85cfc7c5520f3733:0xbc8f0f184da2c71d!8m2!3d19.0175623!4d-98.2521246!16s%2Fg%2F11kqmtf2r2!19sChIJMzcPUsXHz4URHceiTRgPj7w?authuser=0&hl=es-419&rclk=1
Essence spa," Blvrd 22 Sur 5302 Col",5.0,6,,,,https://www.google.com/maps/place/Essence+spa/data=!4m7!3m6!1s0x85cfc0996dfa9bef:0x3146f1e3aa9c66f2!8m2!3d19.0142782!4d-98.1950363!16s%2Fg%2F11gcz3cgkk!19sChIJ75v6bZnAz4UR8macquPxRjE?authuser=0&hl=es-419&rclk=1
Dermo Spa Nefertari," Plaza La Isla, Osa Mayor 2909 L-9-A",0.0,0,,,,https://www.google.com/maps/place/Dermo+Spa+Nefertari/data=!4m7!3m6!1s0x85cfc7b9fb71facf:0x3629530305bf5644!8m2!3d19.0333426!4d-98.2356021!16s%2Fg%2F11w1nhyv0y!19sChIJz_px-7nHz4URRFa_BQNTKTY?authuser=0&hl=es-419&rclk=1
Lili spa," 72810, Av. Orión Sur 721",0.0,0,,,,https://www.google.com/maps/place/Lili+spa/data=!4m7!3m6!1s0x85cfc772d6b10001:0x31a3b531753f7d27!8m2!3d19.0268317!4d-98.2562341!16s%2Fg%2F11c6q977ww!19sChIJAQCx1nLHz4URJ30_dTG1ozE?authuser=0&hl=es-419&rclk=1
AURO SPA & THERAPY," Av. 29 Ote. 1611",4.4,15,,,,https://www.google.com/maps/place/AURO+SPA+%26+THERAPY/data=!4m7!3m6!1s0x85cfc111998046b3:0xe2cb1a6120649a3!8m2!3d19.0278697!4d-98.1943522!16s%2Fg%2F11h2qnw4t7!19sChIJs0aAmRHBz4URo0kGEqaxLA4?authuser=0&hl=es-419&rclk=1
THE 7 SPA Cartesiano,Spa,4.7,15,,,,https://www.google.com/maps/place/THE+7+SPA+Cartesiano/data=!4m10!3m9!1s0x85cfc19025669f67:0xfba000004aa23a65!5m2!4m1!1i2!8m2!3d19.0409943!4d-98.1942209!16s%2Fg%2F11j0rhy9dy!19sChIJZ59mJZDBz4URZTqiSgAAoPs?authuser=0&hl=es-419&rclk=1
Elements Cosmetology & Spa,"16 de Septiembre 5747, Plaza Bugambilias Loc. 115, 116",0.0,0,,,,https://www.google.com/maps/place/Elements+Cosmetology+%26+Spa/data=!4m7!3m6!1s0x85cfc71a6c840001:0x91b3d34f69c7f94a!8m2!3d19.0180197!4d-98.2140783!16s%2Fg%2F11rwpm4w4k!19sChIJAQCEbBrHz4URSvnHaU_Ts5E?authuser=0&hl=es-419&rclk=1
Bella Luna - Salón & Spa," Anillo Periférico Ecológico 17002 Plaza Arco Lomas, Local 15, Lomas de Angelópolis",4.9,14,,,,https://www.google.com/maps/place/Bella+Luna+-+Sal%C3%B3n+%26+Spa/data=!4m7!3m6!1s0x85cfb8816d4ab6dd:0x21f27033a26c6132!8m2!3d18.9995936!4d-98.2608782!16s%2Fg%2F11dxnqbp9j!19sChIJ3bZKbYG4z4URMmFsojNw8iE?authuser=0&hl=es-419&rclk=1
SPA MAYTE," Plaza DM4 Edif. D30 Depto. 2, Infonavit Agua Santa",4.3,9,,,,https://www.google.com/maps/place/SPA+MAYTE/data=!4m7!3m6!1s0x85cfb8bd85ff0777:0xc8ecf0c3ee845a94!8m2!3d18.9886549!4d-98.2428523!16s%2Fg%2F11gd66whl8!19sChIJdwf_hb24z4URlFqE7sPw7Mg?authuser=0&hl=es-419&rclk=1
Zenya Nails & Spa," Lado Sur Via Atlixcáyotl Rincón de los Reyes, Atlixcáyotl 5421, 72830 San Bernardino Tlaxcalancingo",4.7,15,,,,https://www.google.com/maps/place/Zenya+Nails+%26+Spa/data=!4m7!3m6!1s0x85cfc73ae74358d3:0xe813b33f50bffbd5!8m2!3d19.0070752!4d-98.2662051!16s%2Fg%2F11x1696x81!19sChIJ01hD5zrHz4UR1fu_UD-zE-g?authuser=0&hl=es-419&rclk=1
Asia azul all spa," Av. 33 Pte. 731",0.0,0,,,,https://www.google.com/maps/place/Asia+azul+all+spa/data=!4m7!3m6!1s0x85cfc161ebd743f5:0x14ef78b3884f4657!8m2!3d19.0348351!4d-98.2120081!16s%2Fg%2F11x72_8j22!19sChIJ9UPX62HBz4URV0ZPiLN47xQ?authuser=0&hl=es-419&rclk=1
Halo Spa Puebla," Calle Tepeyahualco 20",4.1,52,,,,https://www.google.com/maps/place/Halo+Spa+Puebla/data=!4m7!3m6!1s0x85cfc7ee13177ab9:0xd0afcc78636e240!8m2!3d19.0588714!4d-98.2316857!16s%2Fg%2F11v9v6r17j!19sChIJuXoXE-7Hz4URQOI2hsf8Cg0?authuser=0&hl=es-419&rclk=1
Kenikey studio kids fiesta spa y estética infantil," Blvrd Atlixco 37",4.3,35,,,,https://www.google.com/maps/place/Kenikey+studio+kids+fiesta+spa+y+est%C3%A9tica+infantil/data=!4m7!3m6!1s0x85cfc7e0cbd98ab5:0xfaacb9584cfb9560!8m2!3d19.0386871!4d-98.2412587!16s%2Fg%2F11jykfh562!19sChIJtYrZy-DHz4URYJX7TFi5rPo?authuser=0&hl=es-419&rclk=1
"uñas , pedicura, manicura spa vg"," Av. Orión Sur",5.0,1,,,,"https://www.google.com/maps/place/u%C3%B1as+,+pedicura,+manicura+spa+vg/data=!4m7!3m6!1s0x85cfc7d5e38dfd5f:0x1724077212c1742b!8m2!3d19.0202957!4d-98.2611118!16s%2Fg%2F11lzp8hz1j!19sChIJX_2N49XHz4URK3TBEnIHJBc?authuser=0&hl=es-419&rclk=1"
Anubis Spa," Calle de Sevilla 7",0.0,0,,,,https://www.google.com/maps/place/Anubis+Spa/data=!4m7!3m6!1s0x85cfc18a90032ae3:0xb52b0d552e1c66ab!8m2!3d19.0239237!4d-98.2101357!16s%2Fg%2F11h5pjck11!19sChIJ4yoDkIrBz4URq2YcLlUNK7U?authuser=0&hl=es-419&rclk=1
Trukko Beauty & Spa," -1 Belisario Dominguez, De La 21 Pte. 4101",4.6,25,,,,https://www.google.com/maps/place/Trukko+Beauty+%26+Spa/data=!4m7!3m6!1s0x85cfc6d872de8d8d:0xe0654fda66e6b4b!8m2!3d19.0521178!4d-98.23346!16s%2Fg%2F1z44bn1tv!19sChIJjY3ectjGz4URS2tupv1UBg4?authuser=0&hl=es-419&rclk=1
AFRODITA Fisioterapia y Spa," C. 31 Sur 2505",5.0,7,,,,https://www.google.com/maps/place/AFRODITA+Fisioterapia+y+Spa/data=!4m7!3m6!1s0x85cfb9633945e025:0xf6bbeb213266b0dc!8m2!3d19.0464321!4d-98.2269705!16s%2Fg%2F11mcwkklql!19sChIJJeBFOWO5z4UR3LBmMiHru_Y?authuser=0&hl=es-419&rclk=1
Satori Puebla," Recta a Cholula Calle Chignahuapan 14, entrada por, Calle Tepeyahualco Local C-2do piso",4.9,532,,,,https://www.google.com/maps/place/Satori+Puebla/data=!4m7!3m6!1s0x85cfc7bda60ed821:0x580d4fc64e51c1d8!8m2!3d19.0588391!4d-98.2318882!16s%2Fg%2F11w9ryvz91!19sChIJIdgOpr3Hz4UR2MFRTsZPDVg?authuser=0&hl=es-419&rclk=1
Centro de Medicina Estética y Spa Puebla," en Plaza Comercial San José local 120, Blvrd Atlixco 140",5.0,5,,,,https://www.google.com/maps/place/Centro+de+Medicina+Est%C3%A9tica+y+Spa+Puebla/data=!4m7!3m6!1s0x85cfc73d252c0c9f:0xf1e6ab7a21f950a3!8m2!3d19.0386417!4d-98.2411014!16s%2Fg%2F11c6cg75zg!19sChIJnwwsJT3Hz4URo1D5IXqr5vE?authuser=0&hl=es-419&rclk=1
Salama Spa," Av 3 Pte 31",4.9,29,,,,https://www.google.com/maps/place/Salama+Spa/data=!4m7!3m6!1s0x85cfc722735502f5:0x8c47580814dda4f8!8m2!3d19.0591017!4d-98.2306332!16s%2Fg%2F11q4jxvxvl!19sChIJ9QJVcyLHz4UR-KTdFAhYR4w?authuser=0&hl=es-419&rclk=1
Bizé Nizá Spa," 4501 Vía Volkswagen",4.4,21,,,,https://www.google.com/maps/place/Biz%C3%A9+Niz%C3%A1+Spa/data=!4m7!3m6!1s0x85cfc73651edec35:0x4a6974018d93c8ab!8m2!3d19.058948!4d-98.23344!16s%2Fg%2F1tdcb473!19sChIJNeztUTbHz4URq8iTjQF0aUo?authuser=0&hl=es-419&rclk=1
Maya Beauty Salón & Spa," Priv. Iztaccihuatl 2732",5.0,2,,,,https://www.google.com/maps/place/Maya+Beauty+Sal%C3%B3n+%26+Spa/data=!4m7!3m6!1s0x85cfc13cb1c31365:0x62a7ca116516c6fa!8m2!3d19.0394452!4d-98.2175935!16s%2Fg%2F11x719lfq7!19sChIJZRPDsTzBz4UR-sYWZRHKp2I?authuser=0&hl=es-419&rclk=1
Mona Spa," 72440",5.0,8,,,,https://www.google.com/maps/place/Mona+Spa/data=!4m7!3m6!1s0x85cfc1a966db4c6f:0x7b98f635447d1cfe!8m2!3d19.0227902!4d-98.2152506!16s%2Fg%2F11svrwnkms!19sChIJb0zbZqnBz4UR_hx9RDX2mHs?authuser=0&hl=es-419&rclk=1
Essence Spa," Av. Pinos 6710-102",5.0,6,,,,https://www.google.com/maps/place/Essence+Spa/data=!4m7!3m6!1s0x85cfc1e0921cf65b:0x607fc0047200a6b1!8m2!3d19.0541422!4d-98.244352!16s%2Fg%2F11t7bn8r54!19sChIJW_YckuDBz4URsaYAcgTAf2A?authuser=0&hl=es-419&rclk=1
Pau López Medical," Juan Escutia 25 B",5.0,2,,,,https://www.google.com/maps/place/Pau+L%C3%B3pez+Medical/data=!4m7!3m6!1s0x85cfc72abd7aedd7:0x759838cdfee8282!8m2!3d19.0358289!4d-98.2320201!16s%2Fg%2F11m_snnsf9!19sChIJ1-16vSrHz4URgoLu34yDWQc?authuser=0&hl=es-419&rclk=1
Fabulash Studio y Spa Puebla," Camelias 16A",4.8,19,,,,https://www.google.com/maps/place/Fabulash+Studio+y+Spa+Puebla/data=!4m7!3m6!1s0x85cfc1e721a38b43:0xcd46a88090aa8dc2!8m2!3d19.0155757!4d-98.2138174!16s%2Fg%2F11t17_pr10!19sChIJQ4ujIefBz4URwo2qkICoRs0?authuser=0&hl=es-419&rclk=1
G SPA DISTRIBUIDORA,Spa,0.0,0,,,,https://www.google.com/maps/place/G+SPA+DISTRIBUIDORA/data=!4m7!3m6!1s0x85cfc7004ce106b1:0x49a57365a5f2ceb9!8m2!3d19.0443634!4d-98.2331951!16s%2Fg%2F11x0cp91kj!19sChIJsQbhTADHz4URuc7ypWVzpUk?authuser=0&hl=es-419&rclk=1
Spa en Puebla," Calz Zavaleta 1711",5.0,2,,,,https://www.google.com/maps/place/Spa+en+Puebla/data=!4m7!3m6!1s0x85cfc6eeec0df925:0x76dc9ec27752f039!8m2!3d19.0547573!4d-98.2499408!16s%2Fg%2F11hyjmdxlp!19sChIJJfkN7O7Gz4UROfBSd8Ke3HY?authuser=0&hl=es-419&rclk=1
Spa Luxe," Calz Zavaleta 1302",5.0,1,,,,https://www.google.com/maps/place/Spa+Luxe/data=!4m7!3m6!1s0x85cfc701acb071b1:0xaacacdd8078942e6!8m2!3d19.0588241!4d-98.2502476!16s%2Fg%2F11xkzz37m5!19sChIJsXGwrAHHz4UR5kKJB9jNyqo?authuser=0&hl=es-419&rclk=1
Anahata Spa & Botica," Dr. Cesar Yunes 9-Int 4",4.7,81,,,,https://www.google.com/maps/place/Anahata+Spa+%26+Botica/data=!4m7!3m6!1s0x85cfc6f82026a297:0x6c2658696b0dc535!8m2!3d19.0591304!4d-98.2645148!16s%2Fg%2F1tdww0kn!19sChIJl6ImIPjGz4URNcUNa2lYJmw?authuser=0&hl=es-419&rclk=1
Bizé Nizá Spa," Vía Volkswagen 4501",4.4,21,,,,https://www.google.com/maps/place/Biz%C3%A9+Niz%C3%A1+Spa/data=!4m7!3m6!1s0x85cfc73651edec35:0x4a6974018d93c8ab!8m2!3d19.0589484!4d-98.2334398!16s%2Fg%2F1tdcb473!19sChIJNeztUTbHz4URq8iTjQF0aUo?authuser=0&hl=es-419&rclk=1
ALEXA SPA," Av 21 Pte 103",5.0,1,,,,https://www.google.com/maps/place/ALEXA+SPA/data=!4m7!3m6!1s0x85cfc1426ead7a93:0x1edd4dcaef30f99f!8m2!3d19.0369087!4d-98.2031707!16s%2Fg%2F11lg2xp2pm!19sChIJk3qtbkLBz4URn_kw78pN3R4?authuser=0&hl=es-419&rclk=1
ISSU PODOLOGIA PREVENTIVA & SPA," C. 9 Sur 4901-LOCAL 6 Plaza 49.9",5.0,5,,,,https://www.google.com/maps/place/ISSU+PODOLOGIA+PREVENTIVA+%26+SPA/data=!4m7!3m6!1s0x85cfc186b6dfae97:0xcf4be87c91bf0ef0!8m2!3d19.0272285!4d-98.2168336!16s%2Fg%2F11j02c0t5n!19sChIJl67ftobBz4UR8A6_kXzoS88?authuser=0&hl=es-419&rclk=1
Spa Terapéutico Mirna Guarneros," Plaza Pabellón Zavaleta local 12 y 13, Calz Zavaleta 1104",5.0,140,,,,https://www.google.com/maps/place/Spa+Terap%C3%A9utico+Mirna+Guarneros/data=!4m7!3m6!1s0x85cfc71114fdde17:0x7e6ff7ed59a1a48f!8m2!3d19.0612905!4d-98.2502262!16s%2Fg%2F11fn2xyyt7!19sChIJF979FBHHz4URj6ShWe33b34?authuser=0&hl=es-419&rclk=1
Nisme Salon & Spa," Calle de Sevilla 6",5.0,1,,,,https://www.google.com/maps/place/Nisme+Salon+%26+Spa/data=!4m7!3m6!1s0x85cfbf4b8be0ed7b:0xf18c731012f15960!8m2!3d19.0241271!4d-98.2101768!16s%2Fg%2F11c6v4z2b2!19sChIJe-3gi0u_z4URYFnxEhBzjPE?authuser=0&hl=es-419&rclk=1
"Paris Clínica de Belleza (Beauty Clinic, Clinique de Beauté) Puebla"," Camino real",4.7,56,,,,"https://www.google.com/maps/place/Paris+Cl%C3%ADnica+de+Belleza+%28Beauty+Clinic,+Clinique+de+Beaut%C3%A9%29+Puebla/data=!4m7!3m6!1s0x85cfc76d2857bc5d:0xf1fdd9328d5cd1f9!8m2!3d19.0475751!4d-98.2557657!16s%2Fg%2F11h6ntpxjv!19sChIJXbxXKG3Hz4UR-dFcjTLZ_fE?authuser=0&hl=es-419&rclk=1"
"Beautiful Soul Spa & Uñas, Sonata."," P.º Sinfonía 4, Lomas de Angelópolis, II, 72830 Tlaxcalancingo",4.0,23,,,,"https://www.google.com/maps/place/Beautiful+Soul+Spa+%26+U%C3%B1as,+Sonata./data=!4m7!3m6!1s0x85cfb9225eb5c5c1:0x9a9fea41c94b3d90!8m2!3d18.9936913!4d-98.2777226!16s%2Fg%2F11k4_th868!19sChIJwcW1XiK5z4URkD1LyUHqn5o?authuser=0&hl=es-419&rclk=1"
Casa 22 Beauty Spa," Blvrd del Niño Poblano 1033",1.0,3,,,,https://www.google.com/maps/place/Casa+22+Beauty+Spa/data=!4m7!3m6!1s0x85cfc7006a08e91f:0xb9bded337588dcba!8m2!3d19.035984!4d-98.2453407!16s%2Fg%2F11wy4rz7rn!19sChIJH-kIagDHz4URutyIdTPtvbk?authuser=0&hl=es-419&rclk=1
Spa Marisol," Av 107 Pte 517",0.0,0,,,,https://www.google.com/maps/place/Spa+Marisol/data=!4m7!3m6!1s0x85cfb969f6abfcd7:0x52176964c6fc35e7!8m2!3d18.9926883!4d-98.2343091!16s%2Fg%2F11h0y92k_1!19sChIJ1_yr9mm5z4UR5zX8xmRpF1I?authuser=0&hl=es-419&rclk=1
SPA Beau Et Sain," Río Salado 1824-A",4.7,30,,,,https://www.google.com/maps/place/SPA+Beau+Et+Sain/data=!4m7!3m6!1s0x85cfc099a7d81335:0xbc7217a8c21f3a01!8m2!3d19.0153657!4d-98.1967828!16s%2Fg%2F1ptwysz6r!19sChIJNRPYp5nAz4URATofwqgXcrw?authuser=0&hl=es-419&rclk=1
CIOS centro integral de Odontología y spa," Calle 27 Sur 3707",5.0,10,,,,https://www.google.com/maps/place/CIOS+centro+integral+de+Odontolog%C3%ADa+y+spa/data=!4m7!3m6!1s0x85cfc1c571978fd5:0xd11438e3abf3cf3!8m2!3d19.0399115!4d-98.2265616!16s%2Fg%2F11p5gq55_5!19sChIJ1Y-XccXBz4UR8zy_Oo5DEQ0?authuser=0&hl=es-419&rclk=1
